A1CF	MNT
RASGRP3	HOXD10
RASIP1	SMC4
RASSF1	DAOA
RASSF2	SH3GLB1
RASSF4	PRPF8
RASSF5	PAFAH1B2
RAVER1	GLS2
RAX	PSMD8
RB1	ACVR1B
RB1CC1	MTHFD1L
RBAK	ZNF446
RBBP4	MED27
RBBP5	OR51J1
RBBP7	ARHGAP17
RBBP8	RHPN1
RBCK1	IFNAR2
RBKS	CCND3
RBL1	OAZ1
RBL2	OR6B3
RBM10	OR4C16
RBM14	LZTS1
RBM17	PARVA
RBM22	PCDHAC2
RBM23	HSPBP1
RBM24	MAPK8IP2
RBM25	KCNG2
RBM28	OR5T2
RBM39	PSMA8
RBM4	FBXL7
RBM42	TREX2
RBM4B	OR10AG1
RBM5	RERE
RBM7	RSF1
RBM8A	EGF
RBM9	SETD1A
RBMX	CAMP
RBMY1A1	PLAT
RBP1	SNAPIN
RBP2	IGKV1-5
RBP4	SLC6A2
RBPJ	GRM5
RBPJL	NTHL1
RBPMS	ADRBK1
RBX1	ZNF319
RCAN1	CCDC59
RCC1	CD14
RCHY1	CLEC10A
RCN2	NCAM1
RCOR1	POT1
RCOR3	TFE3
RCVRN	ZNF470
RDBP	ARHGEF17
RDH5	KCNJ15
RDX	KPNA3
REC8	ATF1
RECK	RSRC1
RECQL	URF-RET
RECQL4	CRYGC
RECQL5	AIRE
REEP5	NEURL2
REG1A	TOMM40
REG3A	PPM1A
REL	RPL32
RELA	VPS33A
RELB	GUCA1C
RELN	ADAM9
REM1	GRB2
REN	PTPN4
RENBP	KIR3DL2
REPS2	CD27
RERE	INPP4A
REST	TUBB1
RET	BST1
REV1	EIF1AX
REV3L	PLK3
REXO2	ZNF417
REXO4	CTCF
RFC1	ZIM2
RFC2	TUBA3C
RFC3	ZNF713
RFC4	DNAJC8
RFC5	MYL3
RFNG	CD79A
RFX1	MCRS1
RFX2	HBB
RFX3	MYF5
RFX5	CEP250
RFX6	KPNA4
RFXANK	ZNF682
RFXAP	PYY
RGL1	GYS1
RGL2	RPL10A
RGL3	OR52E4
RGL4	DDC
RGPD5	MPZ
RGR	PFDN5
RGS1	RBL1
RGS10	SP140
RGS11	DKFZP781F1414
RGS12	PPIAL4
RGS13	BMPR2
RGS14	ZHX1
RGS16	FBXO8
RGS17	CCL8
RGS19	OR1F1
RGS2	RRAS
RGS20	CFDP1
RGS3	ETS2
RGS4	PTH
RGS5	FGF22
RGS6	UBE2D1
RGS7	ZCCHC8
RGS9	UHMK1
RHAG	MAP3K13
RHEB	PRKACA
RHO	KCNJ16
RHOA	INPP5E
RHOB	EXOC2
RHOBTB1	EXOC1
RHOBTB2	ARPC4
RHOC	ITGA3
RHOD	JMJD2A
RHOF	MYCL2
RHOG	NUPL1
RHOH	RPS17
RHOQ	TPM3
RHOT1	FUBP3
RHOT2	OR1D2
RHPN1	CNTN1
RHPN2	EXOSC1
RIC8A	RBM10
RICH2	NTRK1
RICS	DSTN
RICTOR	DKFZP779L0468
RIF1	PLA2G2F
RILP	NQO1
RIMS1	B9D2
RIMS2	MFAP5
RIN1	CDH20
RIN2	SLC25A22
RIN3	HIST1H4A
RING1	DLGAP4
RINT1	NRXN1
RIOK3	EXOSC7
RIPK1	KLC3
RIPK2	ATAD2
RIPK3	PDHX
RIPK4	MPST
RIPK5	ZNF254
RIT1	ACTC1
RIT2	OR6C2
RLBP1	HES7
RLN1	HCK
RMI1	MAFK
RNASE1	SNRPD1
RNASE2	AP1GBP1
RNASE3	GABRB1
RNASE4	ARTN
RNASE6	ZNF223
RNASEL	CCT8L1
RNASEN	STX3
RND1	ZNF37A
RND2	AOX1
RND3	JARID1A
RNF11	TMSB4Y
RNF111	MOBKL1B
RNF123	ITGB6
RNF128	RPS25
RNF13	CDH5
RNF139	SUB1
RNF14	ADORA3
RNF167	TEAD3
RNF19A	RFC1
RNF2	DGKD
RNF25	ATP6V0B
RNF34	GPSM2
RNF4	GSTP1
RNF40	VCL
RNF41	CD80
RNF5	GARNL1
RNF8	CHD9
RNGTT	RNF40
RNH1	FLOT2
RNMT	TRAPPC2
RNPEPL1	CTDSP2
RNPS1	MAGI2
ROBO1	MFAP2
ROBO3	INCENP
ROBO4	FCGR2B
ROCK1	ACSL6
ROCK2	RIPK1
ROD1	AQP5
ROM1	CNN1
ROR1	BRWD1
ROR2	CLIC5
RORA	HARS2
RORB	GBX2
RORC	OR2M2
ROS1	ESRRB
RP2	KDELR2
RP9	FBXO3
RPA1	LDB3
RPA2	RHEB
RPA3	RGL3
RPA4	RCN2
RPE65	NUP98
RPGR	MSH5
RPGRIP1	SPRED2
RPH3A	KCNK6
RPH3AL	UPP1
RPL10	IRX1
RPL10A	ASCC1
RPL11	WAC
RPL12	NR1D2
RPL13	MED10
RPL13A	ANGPT1
RPL14	LEPR
RPL15	NR2F6
RPL18	SHC2
RPL18A	CNTNAP3
RPL19	PSMC3IP
RPL21	RFX6
RPL22	FHL1
RPL23	ADAMTS6
RPL24	NFE2L3
RPL27	SLCO1B3
RPL28	PTPRJ
RPL29	HMOX2
RPL3	ZEB1
RPL30	TFAP2B
RPL31	SNAI3
RPL34	SPAG5
RPL35	POU4F3
RPL35A	RGS20
RPL36	HNRNPA1L
RPL36A	PIGO
RPL36AL	S100A9
RPL37	SLC3A1
RPL37A	PHAX
RPL38	DUSP19
RPL39	PTPN13
RPL3L	SMC2
RPL4	FOXH1
RPL41	NGRN
RPL5	OR5K2
RPL6	TJP1
RPL7	UBR1
RPL7A	TLK1
RPL8	GINS2
RPL9	ZNF445
RPLP0	CBX4
RPLP1	TLR8
RPLP2	MUC5AC
RPN1	CLIP1
RPN2	ZNF653
RPP14	ZNF606
RPP21	S100A14
RPP25	TACR1
RPP30	TOR1B
RPP38	ILF3
RPP40	PRKCQ
RPRM	NLRP1
RPS10	RGMB
RPS11	AKR1B10
RPS13	STAT5A
RPS14	HCREM-1
RPS15	SERPINE1
RPS15A	OR4E1
RPS16	OR6C1
RPS17	LRRC59
RPS19	BAZ1A
RPS2	SUMO3
RPS20	OTUD7A
RPS21	ZBTB48
RPS23	SS18
RPS24	COL4A5
RPS25	PCDHGA1
RPS27	TRAF4
RPS27A	STX5
RPS28	CD52
RPS29	DCBLD1
RPS3	FXC1
RPS3A	SEMA4D
RPS4X	SNRNP200
RPS4Y1	PNPT1
RPS5	FAS
RPS6	PRKG1
RPS6KA1	JUNB
RPS6KA2	OR4C45
RPS6KA3	MNAT1
RPS6KA4	PRDX4
RPS6KA5	COG6
RPS6KA6	GEMIN7
RPS6KB1	HIST2H2AB
RPS6KB2	CLPX
RPS7	EIF4ENIF1
RPS8	MAFG
RPS9	SP6
RPSA	BCOR
RQCD1	OR4F6
RRAD	TNKS2
RRAGA	HAP1
RRAGC	HRC
RRAS	ITSN1
RRAS2	TRAF2
RREB1	CFHR5
RRH	PRRX1
RRM1	OR2AJ1
RRM2	PCDHGB1
RRN3	HTR3B
RRP9	SSTR1
RS1	TAF15
RSBN1	OR2B6
RSF1	WWP2
RSL1D1	FGF3
RSRC1	IFNA14
RSU1	TAF11
RTN1	TOMM34
RTN2	FZD2
RTN4	DKFZP686O13149
RTN4R	EEF1A2
RUFY1	NDUFB7
RUNDC3A	ISL1
RUNX1	ZNF253
RUNX1T1	A2M
RUNX2	CLASP2
RUNX3	CKAP5
RUVBL1	OR10H3
RUVBL2	RASGRP3
RXFP1	ELA2
RXFP2	CTDP1
RXRA	LAMA4
RXRB	KLHL20
RXRG	PDE6A
RYBP	DGKZ
RYK	PDE6D
RYR1	GNA14
RYR2	GM2A
RYR3	KHDRBS2
S100A1	TRA1
S100A10	UBA7
S100A11	YARS
S100A12	GRIK3
S100A13	SOX1
S100A14	GPLD1
S100A16	SLC12A2
S100A2	LEF1
S100A4	OR4N5
S100A6	OR2L2
S100A7	RP9
S100A8	NUDT16L1
S100A9	FANCL
S100B	SLC9A3R2
S100P	FDX1
S1PR1	LRP2
S1PR2	SSB
S1PR3	LRPPRC
SAE1	TMED1
SAFB	PAQR5
SAFB2	MAPKAPK3
SAG	PXN
SALL1	ZNF699
SALL2	OR1A1
SAP18	SAG
SAP30	CSNK2B
SAP30BP	CACNG1
SAR1A	HNRPLL
SAR1B	KCTD5
SART1	ENSA
SART3	TRIM27
SAT1	TCERG1
SATB1	OR5P2
SAV1	PCDHA11
SBF1	HSP90AA1
SCAMP1	ZNF324
SCAMP2	PGK2
SCAMP3	ARID4B
SCAND1	NAB2
SCAP	ZFP2
SCARB1	CRIPAK
SCARB2	ARHGEF7
SCARF1	RRAGC
SCARF2	PAK1
SCD	AMELX
SCD5	TGFBR2
SCEL	GAB3
SCFD1	DUSP16
SCG2	RNASEL
SCG3	ATP6V1E2
SCGB1A1	PER2
SCGB1D1	HPN
SCGB1D2	PKMYT1
SCGB2A1	SEPT11
SCGB2A2	GGA1
SCIN	COX4I1
SCMH1	NR1H4
SCML2	NUMA1
SCN1B	PYGL
SCN2A	GFER
SCN2B	FAR2
SCN4A	ATP5F1
SCN5A	DUSP8
SCN8A	DKK2
SCNN1A	SF3B3
SCNN1B	APPL1
SCNN1D	ZNF56
SCNN1G	FE65L2
SCO2	CCL22
SCP2	TFG
SCUBE1	ASAP2
SCUBE2	P2RY13
SCUBE3	HRAS
SCYE1	GPR35
SDC1	IFI35
SDC2	ACIN1
SDC3	GDA
SDC4	OR4M1
SDCBP	CDC5L
SDCCAG8	PSMB3
SDHA	ZFP161
SDHB	CASR
SDHC	COL9A2
SDHD	PPL
SDS	ADORA2B
SEC11A	RPL30
SEC13	RP11-631M21.2
SEC14L3	GABRA4
SEC16A	SFRS12
SEC22B	SUFU
SEC23A	CHIA
SEC23B	MMP25
SEC23IP	DNTT
SEC24A	APLN
SEC24B	ZNF235
SEC24C	ARID1A
SEC24D	ATP12A
SEC31A	ASCC2
SEC31B	ZNF316
SEC61A1	RPL13A
SEC61A2	ADAM2
SEC61B	LMOD1
SEC61G	ARAP3
SEC62	TCRA
SEC63	GOT2
SECTM1	LHX1
SEH1L	ZNF705H
SEL1L	EID1
SELE	MLH3
SELL	CSPG4
SELP	ZBTB45
SELPLG	TP53AIP1
SEMA3A	BTK
SEMA3B	MON2
SEMA3C	TAOK3
SEMA3D	BNIP2
SEMA3E	KLK1
SEMA3F	JMJD6
SEMA3G	IGKC
SEMA4A	FOSL2
SEMA4C	CBL
SEMA4D	HSIL5R
SEMA4F	PML-RAR
SEMA4G	PHOX2A
SEMA6A	CPLX2
SEMA6B	HIST3H2A
SEMA6C	XPO7
SEMA6D	LFNG
SEMA7A	PPP1R2
SEMG1	HGFAC
SEMG2	ARVCF
SENP1	CFP
SENP2	ATF7
SENP3	INPP5K
SENP6	SLC7A6
SENP8	CUL4B
SEP15	GK3P
SEPT10	PCDHB9
SEPT11	MYH2
SEPT14	TOP3A
SEPT2	OR6K2
SEPT4	KLK11
SEPT5	SMC1A
SEPT6	UBP1
SEPT7	IGLV7-43
SEPT8	RPS19
SEPT9	DHFR
SERBP1	KCNAB3
SERGEF	GCH1
SERINC1	CCT4
SERPINA1	ATP5O
SERPINA10	ARHGAP26
SERPINA4	IL23A
SERPINA5	TYRO3
SERPINB1	TBX4
SERPINB12	OR4C5
SERPINB13	TIMM44
SERPINB2	MLF1IP
SERPINB3	SPHK1
SERPINB5	CXCL9
SERPINB6	CDC23
SERPINB8	NLRP3
SERPINB9	GSPT1
SERPINC1	POLE4
SERPIND1	DKFZP686A1668
SERPINE1	CSNK1A1L
SERPINE2	MAP1LC3A
SERPINF1	CDH8
SERPINF2	ZMYM4
SERPING1	CHRNA5
SERPINI1	CHMP2B
SERTAD3	RHOU
SESN1	ADAM15
SESN2	ENPEP
SESN3	PTAFR
SET	NFKBIZ
SETD1A	LLGL2
SETD2	PARD6A
SETD8	DDX10
SETDB1	MED13L
SETMAR	ZNF12
SF1	MLLT3
SF3A1	NECAB3
SF3A2	CBLN3
SF3A3	ZNF572
SF3B1	DCTN3
SF3B2	SH3GLB2
SF3B3	IL12RB1
SF3B4	ZNF429
SF3B5	PSEN2
SF4	JUP
SFI1	SYNJ2BP
SFMBT1	SIGLEC9
SFN	DNAH8
SFPQ	ZNF664
SFRP1	TRERF1
SFRP4	OR2AG1
SFRP5	STX1B
SFRS1	TMOD1
SFRS10	SIX4
SFRS11	TRM61
SFRS12	BBS4
SFRS17A	CACNG5
SFRS2	PTGES
SFRS2B	UROS
SFRS2IP	SPTLC2
SFRS3	NF1
SFRS4	NTRK3
SFRS5	SGOL1
SFRS6	PLCD4
SFRS7	PRDM5
SFRS8	RAB17
SFRS9	OR5AS1
SFTPA1	TNNT2
SFTPB	AP2M1
SFTPC	AXUD1
SFTPD	APBB1
SGCA	CD22
SGCB	OR2A2
SGCD	NDNL2
SGCE	SNRNP70
SGCG	TRMT6
SGK1	RAB3A
SGK2	SLC9A1
SGK3	SOX18
SGMS1	MDH2
SGOL1	CTNNA2
SGOL2	TAOK2
SGTA	TSR1
SH2B1	FOXA1
SH2B2	OR6C4
SH2B3	BCL11B
SH2D1A	HNRNPF
SH2D1B	RNPS1
SH2D2A	RIN1
SH2D3A	ZNF544
SH2D3C	LRP4
SH2D4A	PBX1
SH3BGRL	ADH5
SH3BP1	OR13J1
SH3BP2	EFNA3
SH3BP5	GDF11
SH3GL1	VIPR2
SH3GL2	C4BPA
SH3GL3	CDC14C
SH3GLB1	DKFZP686L20222
SH3GLB2	DMTF1
SH3PXD2A	CP
SHANK1	CD3EAP
SHANK2	SPON1
SHANK3	TAF9
SHB	GRK5
SHC1	DNAH1
SHC2	INSR
SHC3	ZNF519
SHC4	HOXC10
SHE	DYRK1B
SHFM1	GABRR1
SHH	IQGAP2
SHMT2	PDE6C
SHOC2	SUGT1
SHPRH	ZNF343
SHROOM2	UGCGL1
SI	DCHS1
SIAH1	CX3CL1
SIAH2	MTCH1
SIGIRR	CTDSPL
SIGLEC1	PLA2G4A
SIGLEC10	KIR2DL1
SIGLEC11	TPT1
SIGLEC5	S100A1
SIGLEC7	CREB1
SIGLEC9	ERCC3
SIM1	GRIN3A
SIM2	SLC26A8
SIN3A	AURKB
SIN3B	APOA4
SIP1	NUP88
SIPA1	POR
SIPA1L1	GTSE1
SIRPA	DDX56
SIRPG	GSTM1
SIRT1	PMS2CL
SIRT2	FIBP
SIRT3	COL13A1
SIRT6	OR10T2
SIT1	ATP6V1G2
SIVA1	PGD
SIX1	DCX
SIX2	LDLR
SIX3	CARD14
SIX4	PSMB10
SIX5	DLX3
SIX6	ROR1
SKAP1	CD82
SKAP2	UNC13A
SKI	TBL1Y
SKIL	IFITM1
SKIP	HSPA7
SKIV2L2	ZNF41
SKP2	RGS6
SLA	CAMK2A
SLAMF1	FBXL5
SLBP	FABP4
SLC10A1	NARS
SLC10A2	HPS6
SLC11A1	PTPN11
SLC12A2	KCNN1
SLC12A3	CPLX1
SLC12A4	HIST2H2AC
SLC15A2	NFIX
SLC16A1	ZNF219
SLC16A3	HLA-DRB1
SLC16A7	SNF1LK
SLC16A8	TTC37
SLC17A3	ICAM3
SLC17A7	DCLK1
SLC18A2	CYB5R3
SLC18A3	TUBA4B
SLC19A1	CAMKK1
SLC1A1	CHN1
SLC1A2	CENPC1
SLC1A3	ADH7
SLC1A6	CD96
SLC20A1	AURKC
SLC22A4	FKBP5
SLC22A5	DIRAS3
SLC23A1	SULT1E1
SLC24A1	PIK3R5
SLC25A1	SYNGAP1
SLC25A10	PAICS
SLC25A11	ATP13A1
SLC25A12	SMAD2
SLC25A13	FHL3
SLC25A17	BAIAP2
SLC25A21	GSTA3
SLC25A22	DES
SLC25A3	NT5C2
SLC25A31	SNX6
SLC25A36	RAB11FIP5
SLC25A37	FRYL
SLC25A4	IGLV3-12
SLC25A40	OR8J3
SLC25A5	CYP3A43
SLC26A3	ZNF611
SLC26A8	ASB2
SLC27A1	BAI1
SLC2A1	FKBP10
SLC2A14	PPARD
SLC2A2	DNAH10
SLC2A4	TAS1R1
SLC30A3	MYH6
SLC30A5	USP9X
SLC30A7	PML
SLC33A1	BAZ2A
SLC34A1	CHST4
SLC34A2	ZNF471
SLC38A6	IL1R1
SLC39A6	PHF10
SLC3A1	TIMM22
SLC3A2	ZNF70
SLC4A1	POU1F1
SLC4A2	CPS1
SLC4A3	GABRR2
SLC4A4	TAF13
SLC4A7	NFKBIL1
SLC5A1	OR5D18
SLC5A5	IL21
SLC6A1	PCDHAC1
SLC6A2	LRIG1
SLC6A3	OR52B6
SLC6A4	BANP
SLC6A5	CLK2
SLC6A6	CENPO
SLC6A9	RAB7A
SLC7A10	MSH4
SLC7A11	SNAI1
SLC7A5	LDHA
SLC7A6	SSR4
SLC7A7	ERBB3
SLC7A8	PRDM2
SLC7A9	KNS2
SLC8A1	DNAI2
SLC9A1	VPS13C
SLC9A3	PSORS1C2
SLC9A3R1	TEAD1
SLC9A3R2	MED17
SLCO1A2	CCT1
SLCO1B1	NACC1
SLCO1B3	CDKN2C
SLCO1C1	ENOX2
SLCO3A1	SEPT9
SLIT1	IL19
SLIT2	IL8RB
SLIT3	ZNF628
SLK	ANXA1
SLN	CD274
SLPI	C-FGR
SLTM	VPS24
SMAD1	CRIP1
SMAD2	PLCL2
SMAD3	NR1D1
SMAD4	TIE1
SMAD5	LIPF
SMAD6	PLA2G12A
SMAD7	RPL34
SMAD9	HHEX
SMARCA1	DKFZP762F2011
SMARCA2	COL9A1
SMARCA4	HERPUD1
SMARCA5	NDUFS7
SMARCAL1	PCDHA7
SMARCB1	EIF4EBP1
SMARCC1	MT1G
SMARCC2	EIF2B3
SMARCD1	LRSAM1
SMARCD2	IL17RB
SMARCD3	CSTB
SMARCE1	SKAP1
SMC1A	POP4
SMC1B	VAMP8
SMC2	CLDN3
SMC3	CYTIP
SMC4	PPARG
SMC5	SERTAD3
SMC6	ZNF276
SMG1	PKD2
SMG5	MZF1
SMG6	ATF4
SMG7	SLC7A9
SMNDC1	DAO
SMO	PLEKHA2
SMPD1	LCP1
SMPD2	OR7A10
SMPD3	SOX2
SMR3B	SNCAIP
SMS	MCFD2
SMTN	SEPT14
SMUG1	WBP7
SMURF1	ZNF791
SMURF2	RPL11
SNAI1	ZNF550
SNAI2	PTPRZ1
SNAP23	RPL39
SNAP25	PSMB9
SNAP29	LPAR1
SNAPC1	CLDN1
SNAPC2	TEAD4
SNAPC3	ZNF668
SNAPC4	UNC5A
SNAPIN	ACVR1C
SNCA	HELLS
SNCAIP	RAB11FIP2
SNCB	RBKS
SND1	KLRG1
SNF1LK	JAK2
SNF1LK2	PF4V1
SNF8	MYL5
SNIP1	ZNF382
SNPH	PRIM1
SNRK	NDRG3
SNRNP200	SMARCAL1
SNRPA	DOHH
SNRPA1	CBLN1
SNRPB	ADRBK2
SNRPB2	ADCY6
SNRPC	CD209
SNRPD1	PPP1R9B
SNRPD2	NDUFB10
SNRPD3	HDAC9
SNRPE	VEGFA
SNRPF	PTF1A
SNRPG	DNMT3L
SNRPN	MTHFD2
SNTA1	PPFIA2
SNTB1	IDH3B
SNTB2	CYC1
SNUPN	CORT
SNW1	ZNF418
SNX1	KCNF1
SNX13	ZNF675
SNX15	SMARCA1
SNX17	KIAA1543
SNX2	OR2C1
SNX26	PLA2G2D
SNX3	SOX9
SNX4	CHD8
SNX5	SLC16A3
SNX6	OR2D3
SNX9	CREM
SOCS1	JMJD1C
SOCS2	MYO15A
SOCS3	GLRB
SOCS4	OLIG3
SOCS5	ME2
SOCS6	H1FX
SOCS7	AKT3
SOD1	PCDHB5
SOD2	SFRP2
SOD3	ZNF530
SOHLH2	NTN1
SON	SSTR2
SORBS1	CELSR3
SORBS3	OR2K2
SORCS3	LIPC
SORL1	USP10
SORT1	CALM1
SOS1	MAPK13
SOS2	MYH7B
SOSTDC1	KCNJ2
SOX1	BSG
SOX10	LILRB3
SOX11	CAPN12
SOX15	EPN1
SOX17	KRT81
SOX18	MCL1
SOX2	MICAL1
SOX3	ZNF672
SOX5	RGS13
SOX6	POLR3K
SOX7	HIPK2
SOX9	TIAM1
SP1	MDK
SP100	CRABP2
SP110	TGFBR1
SP140	SNX32
SP2	PKN3
SP3	PPIB
SP4	SLC7A7
SP7	ADIPOQ
SP8	MYH7
SPA17	NDUFS6
SPAG16	STAR
SPAG4	TCF7
SPAG5	PPP2CA
SPAG6	RECQL
SPAG9	ITGA11
SPARC	FLJ00371
SPARCL1	ATP1B2
SPATA2	VCAN
SPATA5L1	CNTNAP5
SPC25	RTN2
SPCS1	PCDHGA9
SPCS2	GAST
SPCS3	ZNF607
SPDEF	SIGLEC11
SPEN	CREB3L1
SPG20	SERPINB3
SPG7	PLA2G2E
SPHK1	POLR2K
SPHK2	MAP3K10
SPHKAP	PLP2
SPI1	ZNF302
SPIB	KIAA1033
SPINK1	C1GALT1
SPINT1	ATP5I
SPINT2	CLDN20
SPN	CHGA
SPOCK2	FAR1
SPOCK3	ZNF132
SPON1	HDAC3
SPOP	BRSK2
SPP1	DPH3
SPRED2	OR4C6
SPRR1A	TIA1
SPRR1B	IGSF8
SPRR3	GYS2
SPRY1	ATG3
SPRY2	PVRL2
SPRY3	MYO9A
SPRY4	HLA-DQB1
SPSB1	ZNF580
SPTA1	DEPDC1A
SPTAN1	FURIN
SPTB	PSMD9
SPTBN1	SIGLEC1
SPTBN2	RICH2
SPTBN4	OR1Q1
SPTBN5	PSG4
SPTLC1	KRT14
SPTLC2	FXYD7
SPTLC3	FBXO34
SQSTM1	LRRC4C
SR140	KCNQ5
SRC	SLIT3
SRCAP	CYP2F1
SREBF1	CROP
SREBF2	TNFAIP3
SRF	TOP1
SRGAP1	TAS2R41
SRGAP2	PIWIL2
SRGAP3	NUP214
SRGN	BLVRB
SRI	PHLDA3
SRM	PLSCR4
SRMS	IMPA1
SRP14	TNKS1BP1
SRP19	YAP1
SRP54	PTK2B
SRP72	FOXJ3
SRP9	GSK3A
SRPK1	STX10
SRPK2	ICOS
SRPK3	CACNB1
SRPR	ELA3B
SRPRB	MAGEA4
SRPX	FYN
SRR	SRPRB
SRRM1	HSD17B1
SRRM2	ZNF320
SRY	GLMN
SS18	NDUFA13
SSB	POLR3G
SSBP1	NECAP2
SSBP2	ADD2
SSBP3	PLN
SSH1	CNOT2
SSH2	NPAS3
SSH3	ZNF358
SSNA1	ADCY10
SSPN	NFXL1
SSR1	SMPD2
SSR2	NUDC
SSR3	WNT7B
SSR4	ZNF238
SSRP1	SERPINB5
SSSCA1	ATN1
SST	SDS
SSTR1	MAGOH
SSTR2	MUC2
SSTR3	ZNF395
SSTR4	BIRC5
SSTR5	GCM1
SSX1	RFX2
SSX2IP	NCF1
ST13	SFN
ST14	KLRC1
ST6GAL1	CSF2
ST8SIA2	AMBP
ST8SIA3	KCNJ10
ST8SIA4	SPP1
STAB1	ACVR2A
STAG1	ARID3A
STAG2	CARD18
STAM	PTGER2
STAM2	ZNF333
STAMBP	OR10G3
STAP1	DDX53
STAR	MSX1
STARD13	GOLGA1
STARD5	MAK
STARD8	FKBP1B
STAT1	RGS19
STAT2	LAMB2
STAT3	HCN3
STAT4	MRPL12
STAT5A	MRPS24
STAT5B	STAT2
STAT6	DTL
STAU1	ZNF22
STEAP3	RBM28
STIL	NTS
STIM1	SLCO1C1
STIP1	PNOC
STK10	ATOX1
STK11	SEC31B
STK16	OR1G1
STK17A	CCDC101
STK17B	SH3GL2
STK24	PTPN2
STK25	TIAF1
STK3	APLP1
STK35	TUBA4A
STK36	ABCG8
STK38	LY96
STK38L	KIF1C
STK39	STX4
STK4	MACF1
STMN1	GPR1
STMN2	PLSCR1
STMN3	ASIP
STON1	CBFA2T3
STON2	SPCS1
STRAP	TNFRSF6B
STRBP	RAD51
STRN	KCNK9
STRN3	RGS8
STRN4	ABCA1
STT3A	HOXB9
STUB1	NPFFR1
STX10	PRELP
STX11	UBE2G2
STX12	SGTA
STX16	RBM8A
STX17	MAP3K1
STX18	IARS
STX1A	MAOB
STX2	MST4
STX3	GABRG3
STX4	CNKSR2
STX5	CRY1
STX6	CAMKK2
STX7	GNB2L1
STX8	JMY
STXBP1	PSEN1
STXBP2	ZNF419
STXBP3	DNAH3
STXBP4	ZNF444
STXBP5	ALDH1L1
STXBP6	PRICKLE1
SUB1	CHD1
SUCLA2	ZHX3
SUCLG1	TAF4B
SUCLG2	ZNF189
SUDS3	SERPING1
SUFU	B4GALT1
SULT1A1	COL8A1
SULT1A2	CES1
SULT1E1	PMS5
SULT2B1	LTB4R2
SUMO1	PCNA
SUMO2	DCP1B
SUMO3	VIP
SUMO4	RPE65
SUPT16H	TNNI1
SUPT3H	MDM2 ISOFORM KB9
SUPT4H1	ERN1
SUPT5H	EIF3D
SUPT7L	SLC23A1
SURF1	OR2V1
SURF2	SLC6A5
SUV39H1	GRM6
SUV39H2	ARHGAP25
SUZ12	OR5AP2
SV2A	ITGA5
SV2B	CENPB
SV2C	VAPB
SVEP1	CASP8AP2
SVIL	REXO4
SYDE1	KLK7
SYDE2	AQP1
SYK	PABPC4
SYMPK	FABP3
SYN1	OR4X1
SYN2	NTSR1
SYN3	GNAQ
SYNCRIP	PBXIP1
SYNJ1	POU3F4
SYNJ2	P4HA3
SYNJ2BP	CALCA
SYNM	MCM3AP
SYP	IDE
SYT1	TIMM13
SYT14	SLC19A1
SYT16	GPBP1
SYT2	GPR143
SYT5	KEAP1
SYTL2	IL2RA
SYTL4	ZIC2
SYTL5	PMS2
T	AXL
TAAR1	RAB22A
TAAR2	ZNF17
TAAR5	LRDD
TAC1	IL8
TAC3	ZNF646
TACC1	RAB3B
TACC3	GCM2
TACR1	WT1
TACR2	LCK
TACR3	TRIP6
TACSTD1	ARHGEF3
TADA2L	MAST4
TADA3L	SYT2
TAF1	RABGGTA
TAF10	IGSF5
TAF11	AK3L1
TAF12	SFRS11
TAF13	RANBP6
TAF15	CTSK
TAF1A	ITSN2
TAF1B	SH2B1
TAF1C	GPR50
TAF1L	SLC30A7
TAF2	SLC25A36
TAF4	PPP4C
TAF4B	RGL4
TAF5	SESN1
TAF5L	STRN3
TAF6	CEBPD
TAF6L	CXCR3
TAF7	KLK13
TAF7L	RXFP1
TAF9	ICK
TAF9B	ZNF229
TAGLN	TAAR9
TAGLN3	FXR1
TAL1	ADRM1
TALDO1	CSRNP3
TANK	GPR183
TAOK1	TGFB1I1
TAOK2	ANKRD28
TAOK3	GNGT2
TAP1	AP2A2
TAP2	BAG3
TAPBP	ROM1
TARBP2	PCDHB1
TARDBP	TAAR6
TARS	KRIT1
TAS1R1	ZSCAN22
TAS1R2	INPPL1
TAS2R1	MT1F
TAS2R10	ATP6V1B1
TAS2R13	MYO1A
TAS2R14	CFLAR
TAS2R16	TFAP2A
TAS2R3	OR9G4
TAS2R38	TNFRSF1B
TAS2R39	SIRT1
TAS2R4	RPS6KA1
TAS2R40	CDH19
TAS2R41	CAB39
TAS2R42	SPAG9
TAS2R43	HSP90BF
TAS2R44	SLPI
TAS2R46	AFF4
TAS2R48	SHH
TAS2R49	GK2
TAS2R5	FEV
TAS2R50	HPS5
TAS2R60	GCHFR
TAS2R7	POLR2I
TAS2R8	NRBF2
TAS2R9	OR51H1P
TAX1BP1	MC1R
TAX1BP3	ZNF599
TBC1D4	PCDHGB3
TBCA	RGL2
TBCB	SNCA
TBCC	LGALS1
TBCD	AKT1
TBCE	ADCY3
TBK1	ZFP82
TBKBP1	DDX18
TBL1X	CRY2
TBL1XR1	OR14I1
TBL1Y	ITIH1
TBL3	ZNF430
TBP	HIST1H2BK
TBPL1	GAD2
TBPL2	LPAR2
TBR1	MDFIC
TBRG4	E2F6
TBX1	BIRC7
TBX15	IL1A
TBX18	SH2D3C
TBX19	RAP1GAP
TBX2	SSR1
TBX20	NDE1
TBX21	PRPS2
TBX22	PRPSAP2
TBX3	ZER1
TBX4	SIN3A
TBX5	AQP4
